Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-02-04,32.879108417768286,34.02101757239736,32.80527808449485,33.56819152832031,55365400,0.0,0.0
2000-02-07,33.64695491097597,33.66664300630129,32.83974300263775,33.587890625,40005800,0.0,0.0
2000-02-08,33.52881839398703,34.65103956160727,33.52881839398703,34.631351470947266,56229000,0.0,0.0
2000-02-09,34.47383835453253,34.47383835453253,32.721598712297585,32.7609748840332,55090000,0.0,0.0
2000-02-10,32.72654079378776,33.568206980543316,32.28848061471615,33.391014099121094,54527800,0.0,0.0
2000-02-11,33.03661162022727,33.03661162022727,31.225307526627205,31.481252670288086,115559000,0.0,0.0
2000-02-14,31.889794336807174,32.05222113308972,31.20563298276856,31.38282585144043,81028600,0.0,0.0
2000-02-15,31.42220196091985,31.500954346786816,30.910311452784565,31.048128128051758,71027600,0.0,0.0
2000-02-16,31.26469426271094,31.560015682069043,30.595299045499246,30.752803802490234,65202600,0.0,0.0
2000-02-17,31.028440114096686,31.402513947959527,30.60022401480633,31.38282585144043,80343400,0.0,0.0
2000-02-18,31.50093836035092,31.52062644682614,29.886515269382933,29.945579528808594,79063000,0.0,0.0
2000-02-22,29.965276414437902,30.595295366646845,29.23681700094631,29.55182647705078,66296200,0.0,0.0
2000-02-23,29.453382962578488,30.162154210341072,29.00055688761906,29.689640045166016,75847200,0.0,0.0
2000-02-24,29.68964035718611,30.20153070817208,28.980869101974772,29.847145080566406,69733200,0.0,0.0
2000-02-25,29.827452293411664,29.83237431524226,28.50835044281194,28.76429557800293,65301400,0.0,0.0
2000-02-28,28.42960953956578,29.020252397035986,27.760214301099552,28.843059539794922,76131800,0.0,0.0
2000-02-29,28.902120150052586,28.902120150052586,27.996467883770283,28.153972625732422,58437400,0.0,0.0
2000-03-01,28.23271688788165,29.64041511485762,28.01614792988535,28.60679054260254,106889800,0.0,0.0
2000-03-02,28.921801173862523,30.0440221860546,28.705232206597383,29.414003372192383,106932600,0.0,0.0
2000-03-03,29.847141226184384,31.146555026268928,29.57150799586342,30.2802791595459,101435200,0.0,0.0
2000-03-06,30.24090921336207,30.674047235949285,28.390228571398506,28.547733306884766,93609400,0.0,0.0
2000-03-07,30.280276923609616,30.713414824987645,28.96117513304925,29.25649642944336,135061000,0.0,0.0
2000-03-08,29.551838733231502,30.299986549262677,28.66587421424721,30.103105545043945,94290000,0.0,0.0
2000-03-09,30.02432283759117,31.50092887878418,29.925882434844972,31.50092887878418,88198800,0.0,0.0
2000-03-10,31.36313000763997,32.28847031546111,31.343441915984204,31.815956115722656,85589000,0.0,0.0
2000-03-13,30.752793560222702,31.579693259025106,30.713417384089258,30.870922088623047,61831800,0.0,0.0
2000-03-14,31.067805940625544,31.264686840122536,29.965272903442383,29.965272903442383,73489200,0.0,0.0
2000-03-15,29.788065121651947,30.437771763432853,29.512432000896407,30.044010162353516,53208000,0.0,0.0
2000-03-16,30.22120288283922,30.45745984348682,29.37461544051864,30.044010162353516,77300800,0.0,0.0
2000-03-17,30.0046571407678,31.34344761686505,29.76839999792711,31.3040714263916,81161600,0.0,0.0
2000-03-20,31.107185495986254,31.422194969363332,30.398414180887833,30.674047470092773,47773000,0.0,0.0
2000-03-21,30.477172266827882,32.48535803634755,30.398419883709465,32.36722946166992,81648800,0.0,0.0
2000-03-22,32.38692542253915,33.27288994777578,31.855346707397167,32.524742126464844,93975800,0.0,0.0
2000-03-23,33.64694125638994,35.5566857279346,33.5878769943834,35.241676330566406,148224000,0.0,0.0
2000-03-24,35.47793854050084,36.226085968102964,34.513222120698096,35.1826171875,112196800,0.0,0.0
2000-03-27,33.94720136109773,34.09978411333697,32.74130541598117,32.78068161010742,111434000,0.0,0.0
2000-03-28,32.64285937492686,33.84383309137471,32.249097500681664,32.85942840576172,81114400,0.0,0.0
2000-03-29,33.13506052222961,34.316346102344745,33.11537242922769,33.765079498291016,64363800,0.0,0.0
2000-03-30,33.45007409553574,34.217909816386765,32.28847646655598,32.564109802246094,64178400,0.0,0.0
2000-03-31,33.39101612764246,34.09978769638959,32.80037315368652,33.46976852416992,64281400,0.0,0.0
2000-04-03,29.748701124440526,30.398408031857162,28.350846869089583,28.626480102539062,260118200,0.0,0.0
2000-04-04,28.843059815734563,28.98087648379609,26.756121699374244,27.89803123474121,181244400,0.0,0.0
2000-04-05,27.799585157468936,27.878337523354116,27.051437681559715,27.208942413330078,82887600,0.0,0.0
2000-04-06,27.68146514615347,27.72084134124046,26.85948707371257,27.090822219848633,66421400,0.0,0.0
2000-04-07,27.4058253880551,28.15397292020028,26.77580641361705,28.055532455444336,82613600,0.0,0.0
2000-04-10,27.917721858471307,27.917721858471307,27.090821775216163,27.110509872436523,60685400,0.0,0.0
2000-04-11,26.81518678622523,27.11050822660216,26.303296289571886,26.421424865722656,71961800,0.0,0.0
2000-04-12,25.87015174204909,25.90952792430487,24.80699482114296,25.003875732421875,153003800,0.0,0.0
2000-04-13,25.47638497518064,25.909522895933325,24.885742355972432,24.964494705200195,94316200,0.0,0.0
2000-04-14,24.925128077978226,25.043256647068173,23.074447162235767,23.350080490112305,151217800,0.0,0.0
2000-04-17,23.389453894223962,23.940720484323517,22.99569204415285,23.901344299316406,119772200,0.0,0.0
2000-04-18,24.098219250781856,25.811082873999194,23.901338374549976,25.377944946289062,91794600,0.0,0.0
2000-04-19,25.65357786213433,25.67326594951893,24.61010923075051,24.787302017211914,53715400,0.0,0.0
2000-04-20,24.767619796716684,25.161381637681973,24.413234139847926,24.866060256958008,52387400,0.0,0.0
2000-04-24,21.184389719148964,21.420646853563262,20.47561831590606,20.98750877380371,313645800,0.0,0.0
2000-04-25,21.656897948668885,21.893155017199817,21.302512345872483,21.853778839111328,159517400,0.0,0.0
2000-04-26,22.05066961400649,22.405055375660165,21.223769503481247,21.420650482177734,107091200,0.0,0.0
2000-04-27,21.243448812404484,22.030972401372214,21.223760722680293,21.991596221923828,77669800,0.0,0.0
2000-04-28,22.28691994588435,22.365672313184294,21.4993962728849,21.97191047668457,78082600,0.0,0.0
2000-05-01,22.956321528008644,23.310707280585106,22.58224767806682,23.133514404296875,107811000,0.0,0.0
2000-05-02,22.936628048236553,23.153197068434494,21.89315913273738,22.011287689208984,97716200,0.0,0.0
2000-05-03,22.16878570002513,22.30660230739651,21.676583530841622,22.22784996032715,55354800,0.0,0.0
2000-05-04,22.149102288003295,22.444423651843337,21.834092833240582,22.188478469848633,43317200,0.0,0.0
2000-05-05,22.129416970251317,22.621619304998898,22.011288409911895,22.40505027770996,36402200,0.0,0.0
2000-05-08,22.345981836959304,22.48379846502866,21.952220042475442,21.991596221923828,36187600,0.0,0.0
2000-05-09,22.10972541949716,22.18847778074203,21.26313753611481,21.3615779876709,60778400,0.0,0.0
2000-05-10,21.341889832580392,21.38126601308331,20.71187094453374,20.849687576293945,67740000,0.0,0.0
2000-05-11,20.987509458763164,21.46002374301299,20.711876126284096,21.381271362304688,58390800,0.0,0.0
2000-05-12,21.55845571928518,21.971905554997498,21.499391457040563,21.676584243774414,37886000,0.0,0.0
2000-05-15,21.735650304845862,21.873466928155572,21.42064088013795,21.853778839111328,33899600,0.0,0.0
2000-05-16,21.91285368692961,22.247551362291514,21.755348898524005,21.893165588378906,48410600,0.0,0.0
2000-05-17,21.696276413766963,21.775028778245243,21.184386044658122,21.322202682495117,53242000,0.0,0.0
2000-05-18,21.44033028383768,21.44033028383768,20.751247125036656,20.849687576293945,53640400,0.0,0.0
2000-05-19,20.593744569278243,20.770937400180255,20.318111276764004,20.495304107666016,66578000,0.0,0.0
2000-05-22,20.51498877015527,20.55436494821699,19.668400941828324,20.219667434692383,69955000,0.0,0.0
2000-05-23,20.121228264300218,20.652806701811084,19.865283090683874,19.904659271240234,57963200,0.0,0.0
2000-05-24,19.88497720432918,20.96782249763423,19.845601011845357,20.652812957763672,85482400,0.0,0.0
2000-05-25,20.3377976495076,20.396861921480998,19.254952663328588,19.37308120727539,94348800,0.0,0.0
2000-05-26,19.55027061221801,19.72746339722301,19.018692257203018,19.353389739990234,55822000,0.0,0.0
2000-05-30,19.668402773388745,20.199981226723576,19.530586137338975,19.96372413635254,68536400,0.0,0.0
2000-05-31,20.047394617215975,20.067082704244914,19.550270419735295,19.707775115966797,54968200,0.0,0.0
2000-06-01,20.278734796160304,20.79062518907309,20.10154196784434,20.337799072265625,94507200,0.0,0.0
2000-06-02,20.790624332697632,21.026881427387377,20.475614873111304,20.88906478881836,80463200,0.0,0.0
2000-06-05,20.795548107022437,21.538773613332587,20.79062608380184,21.066259384155273,64400000,0.0,0.0
2000-06-06,21.47970530545904,22.011283713568474,21.36157677032361,21.932531356811523,99019000,0.0,0.0
2000-06-07,21.814400564694235,22.286914656348262,21.1450056015177,22.208162307739258,76310600,0.0,0.0
2000-06-08,22.542860090028796,22.720052876762647,21.499391457040563,21.676584243774414,94765600,0.0,0.0
2000-06-09,21.932529380167754,21.952217467582628,21.519079544455437,21.676584243774414,35710200,0.0,0.0
2000-06-12,21.73565454215647,21.73565454215647,20.90875464109617,21.066259384155273,49260600,0.0,0.0
2000-06-13,21.026885649117315,21.42064755265884,20.830004697346553,21.381271362304688,44289200,0.0,0.0
2000-06-14,21.991593349064498,22.365667004957267,21.89315291330324,22.208162307739258,79992400,0.0,0.0
2000-06-15,22.306603051220197,22.89724567393565,22.247538788948653,22.798805236816406,65592600,0.0,0.0
2000-06-16,22.877565825837735,23.035070581953654,22.523180124576907,22.857877731323242,68710600,0.0,0.0
2000-06-19,22.857875532776347,23.25163738519282,22.68068269918893,23.212261199951172,46604800,0.0,0.0
2000-06-20,23.271318682240285,23.704456593415657,23.23194250849707,23.606016159057617,62275000,0.0,0.0
2000-06-21,24.255724941640747,25.88983628105323,24.236036853214088,25.417322158813477,160399600,0.0,0.0
2000-06-22,25.633891074310444,25.830771958137714,24.984184157680456,25.161376953125,87315200,0.0,0.0
2000-06-23,25.18107288572353,25.22044907475515,24.255732443480365,24.472301483154297,49811600,0.0,0.0
2000-06-26,24.413217268649888,25.24011656323319,24.413217268649888,25.043235778808594,48287000,0.0,0.0
2000-06-27,24.96449968306249,25.240132960320278,24.688866405804703,24.826683044433594,31071200,0.0,0.0
2000-06-28,24.88574834900627,25.22044591382677,24.767619796716684,24.866060256958008,37459200,0.0,0.0
2000-06-29,24.649495984282087,24.86606503845709,24.275422163434357,24.31479835510254,38449000,0.0,0.0
2000-06-30,24.275421322882174,25.200761795043945,24.157292751967905,25.200761795043945,52356400,0.0,0.0
2000-07-03,25.102321319282055,25.22044989019632,25.003880843520164,25.200761795043945,15734800,0.0,0.0
2000-07-05,25.161373123241837,25.161373123241837,24.649482903207186,24.728235244750977,34824400,0.0,0.0
2000-07-06,24.846371471743787,25.732335589198993,24.72824292274976,25.496078491210938,47873200,0.0,0.0
2000-07-07,25.599431686648508,26.10639985887016,25.377940737619635,25.830766677856445,54153200,0.0,0.0
2000-07-10,25.417321325942908,25.61420220375811,25.00387148253098,25.0235595703125,52689800,0.0,0.0
2000-07-11,24.826680859871573,25.35825927637953,24.728240412370102,24.925121307373047,37164800,0.0,0.0
2000-07-12,24.649489258049993,25.515765238364846,24.31479172020107,25.299196243286133,58370200,0.0,0.0
2000-07-13,24.826688423484818,25.200762237954457,24.373862227021576,25.181074142456055,80843200,0.0,0.0
2000-07-14,25.043253085392386,25.122005453585444,24.708555520571892,24.866060256958008,51180600,0.0,0.0
2000-07-17,24.6494812511807,25.062931016575902,24.41322424238344,24.629793167114258,53992800,0.0,0.0
2000-07-18,24.452602049347703,25.04324461092615,24.393537793189857,24.728235244750977,70617200,0.0,0.0
2000-07-19,23.960404903053217,24.413230961204594,22.93662424984141,23.035064697265625,139924600,0.0,0.0
2000-07-20,23.133501054449887,23.704455548559714,23.03506062443095,23.566638946533203,54690600,0.0,0.0
2000-07-21,23.54695695169856,23.625709316085512,22.641304761248616,22.77912139892578,56100600,0.0,0.0
2000-07-24,22.700364042743313,22.720052129510655,22.050657179421087,22.22784996032715,56165600,0.0,0.0
2000-07-25,22.306601702303126,22.36566596100296,21.538766339205313,21.735647201538086,64188600,0.0,0.0
2000-07-26,21.755339793895246,21.89315642607377,21.18438517486994,21.3615779876709,85404600,0.0,0.0
2000-07-27,21.38126470204946,22.09003590764226,21.263136167783994,21.853778839111328,74337600,0.0,0.0
2000-07-28,22.345984668475097,22.62161795953999,21.93253473187776,21.95222282409668,75645600,0.0,0.0
2000-07-31,22.109724760268985,22.405046106131884,21.814403414406087,21.991596221923828,70283800,0.0,0.0
2000-08-01,22.030964876544594,22.07034104254378,21.479698552555988,21.637203216552734,47163600,0.0,0.0
2000-08-02,21.59783368153615,22.188476352863482,21.578145592491907,21.853778839111328,48269200,0.0,0.0
2000-08-03,21.479706621679124,22.168789785527675,21.46001853128345,22.129413604736328,54543400,0.0,0.0
2000-08-04,21.87347251381624,22.01128917231913,21.479710632379405,21.77503204345703,38107400,0.0,0.0
2000-08-07,22.109729182720184,22.405050587654113,21.97191252708435,22.0506649017334,52741800,0.0,0.0
2000-08-08,22.07035432497124,23.527273343747222,22.050666230122918,23.350080490112305,138038800,0.0,0.0
2000-08-09,23.23194535894426,23.586330966114595,23.03506446607185,23.389450073242188,63945600,0.0,0.0
2000-08-10,23.251637233924537,23.330389603895494,22.60193018166416,22.8775634765625,48986000,0.0,0.0
2000-08-11,22.81850242614746,22.897254807255823,22.56255718754529,22.81850242614746,35629600,0.0,0.0
2000-08-14,22.779129920067724,23.113827593914873,22.483808443143772,22.73975372314453,53427000,0.0,0.0
2000-08-15,22.680681957624348,22.995691429258017,22.52317722180751,22.56255340576172,40714200,0.0,0.0
2000-08-16,22.641304429148285,22.759432973996017,22.22785452218123,22.365671157836914,44976200,0.0,0.0
2000-08-17,22.405039628207945,22.680672804653383,22.22784687192159,22.542856216430664,36112800,0.0,0.0
2000-08-18,22.405047339452825,22.5034877934926,22.050661704909636,22.365671157836914,54438800,0.0,0.0
2000-08-21,22.267239062554015,22.3066152589511,22.070358080568568,22.24755096435547,34119600,0.0,0.0
2000-08-22,22.306603247659247,22.818493525187172,22.119566415485583,22.444419860839844,54428200,0.0,0.0
2000-08-23,22.306616275976065,22.405056771456984,22.16879958230278,22.286928176879883,36726800,0.0,0.0
2000-08-24,22.247545530590735,22.424738371099867,22.0309765033018,22.40505027770996,42405400,0.0,0.0
2000-08-25,22.267239062554015,22.582248633730728,22.227862866156926,22.24755096435547,52729400,0.0,0.0
2000-08-28,22.109720066281184,22.720050718155374,22.090031980736853,22.4641056060791,56421600,0.0,0.0
2000-08-29,22.4247435263075,22.916945974207135,22.32630303672757,22.345991134643555,59400200,0.0,0.0
2000-08-30,22.26723393201828,22.345986306667328,21.95222443342209,22.0506649017334,53498800,0.0,0.0
2000-08-31,22.326293747235113,22.68067936227059,21.952220042475442,21.991596221923828,72575400,0.0,0.0
2000-09-01,22.050665484298477,22.247546426122568,21.95222501338643,22.109729766845703,37629800,0.0,0.0
2000-09-05,22.050664021157115,22.267233042793478,21.991599742529015,22.09004020690918,50755200,0.0,0.0
2000-09-06,22.070347378213164,22.26722826472711,21.83409031439643,21.87346649169922,62960800,0.0,0.0
2000-09-07,22.050658744111008,22.700365653535705,21.873465950631545,22.07034683227539,111711200,0.0,0.0
2000-09-08,22.168794516725942,22.326299273505523,21.79472071937444,21.834096908569336,56709600,0.0,0.0
2000-09-11,21.775024680848777,21.952217467582628,21.440327194795948,21.676584243774414,48495200,0.0,0.0
2000-09-12,21.656902908185206,21.834095750161268,21.302517224233085,21.46002197265625,46781200,0.0,0.0
2000-09-13,21.282826369498675,21.65690009847229,21.16469782350701,21.4993953704834,40744800,0.0,0.0
2000-09-14,21.637207955037088,21.656896042348315,20.692179764098253,20.731555938720703,78503000,0.0,0.0
2000-09-15,20.613429215309566,20.672493482402142,19.944034188260353,20.219667434692383,99915200,0.0,0.0
2000-09-18,20.239348419128902,20.357476911847552,19.58964170917632,19.8455867767334,69037800,0.0,0.0
2000-09-19,20.042472813679623,20.71186777995183,19.96372046470642,20.475610733032227,79311200,0.0,0.0
2000-09-20,20.43623597334331,20.475612150555918,19.904657580973108,20.239355087280273,67791400,0.0,0.0
2000-09-21,20.160603167599806,20.51498877015527,20.02278654438379,20.219667434692383,48952200,0.0,0.0
2000-09-22,19.254950025807254,20.003097368323285,19.21557384988536,19.924345016479492,84476600,0.0,0.0
2000-09-25,19.924347585561325,20.00309994755959,19.03838351308083,19.294328689575195,53484200,0.0,0.0
2000-09-26,19.195895133203905,20.751254841432733,19.038390352623768,19.747161865234375,155704800,0.0,0.0
2000-09-27,19.98341843516556,20.02279462912648,18.841508810298958,19.097454071044922,106155600,0.0,0.0
2000-09-28,19.156509729943387,19.4912072277944,19.097445465616737,19.314014434814453,52360400,0.0,0.0
2000-09-29,19.215577183856865,19.314017640741376,18.467429711534567,18.999008178710938,74053600,0.0,0.0
2000-10-02,19.05807708030523,19.156517561091935,18.349305618640987,18.62493896484375,58562400,0.0,0.0
2000-10-03,18.762748678217935,18.841501033635428,17.798032324353635,17.817720413208008,85374000,0.0,0.0
2000-10-04,17.758658313428672,17.81772258719839,17.168015575731488,17.463336944580078,136453400,0.0,0.0
2000-10-05,17.483023563841396,18.03429007261117,17.404271205445713,17.443647384643555,81099400,0.0,0.0
2000-10-06,17.581464610834626,17.87678596488,17.246767076249867,17.50271224975586,61794000,0.0,0.0
2000-10-09,17.52240435062395,17.561780540175917,16.69550437003271,17.069578170776367,58323600,0.0,0.0
2000-10-10,16.990819397933976,17.502709669482392,16.951443223199483,17.187700271606445,62066200,0.0,0.0
2000-10-11,17.010516111091647,17.93585668657927,17.010516111091647,17.561782836914062,101205800,0.0,0.0
2000-10-12,17.73897399463873,17.91616685363068,16.95145017689672,17.128643035888672,90219600,0.0,0.0
2000-10-13,16.971136975842853,17.286146478874738,16.419870345537053,16.931760787963867,104521200,0.0,0.0
2000-10-16,16.853013466960444,16.951453966183344,15.612663176751905,15.868608474731445,119759000,0.0,0.0
2000-10-17,16.34111456416058,16.518307372687623,15.829224228415791,15.888288497924805,81276600,0.0,0.0
2000-10-18,15.63234549904791,16.774254867995992,15.258271740254573,16.301740646362305,110536400,0.0,0.0
2000-10-19,18.408365885416664,19.5896513967803,18.27054924242424,19.4912109375,256993200,0.0,0.0
2000-10-20,19.314017741129245,20.830000785030318,19.254953466691543,20.534679412841797,160378600,0.0,0.0
2000-10-23,20.357485151386836,20.869375493684764,19.11713547581878,19.569961547851562,185170400,0.0,0.0
2000-10-24,19.72746683911579,19.825907292404793,18.959631303461585,19.37308120727539,94427400,0.0,0.0
2000-10-25,19.510897685070425,19.983411857060023,19.03838351308083,19.294328689575195,167603800,0.0,0.0
2000-10-26,19.215578658273216,20.495304695965594,19.156514379610492,20.298423767089844,114826600,0.0,0.0
2000-10-27,20.37717430875572,21.794716869364816,20.35748621763615,21.322202682495117,124292400,0.0,0.0
2000-10-30,21.263138300692873,22.090038123497596,21.22376211865455,21.755340576171875,110057600,0.0,0.0
2000-10-31,21.735646159592644,21.893150841908533,21.420636794960867,21.696269989013672,104474000,0.0,0.0
2000-11-01,21.57814575140523,22.07034798113619,21.558457662215993,21.932531356811523,81309400,0.0,0.0
2000-11-02,22.168793165418837,22.31645386589898,21.932536044650607,22.149105072021484,77985200,0.0,0.0
2000-11-03,21.814404826461175,21.932533372452845,21.440331097487565,21.4993953704834,68711000,0.0,0.0
2000-11-06,21.6372203072198,22.09004657388591,21.499403617364898,21.893165588378906,74851400,0.0,0.0
2000-11-07,21.971905261912244,22.641300225088784,21.89315291330324,22.208162307739258,104331200,0.0,0.0
2000-11-08,22.40504488528687,22.79880665831476,21.420640452717148,21.87346649169922,206149400,0.0,0.0
2000-11-09,21.578144685721693,22.464108655482164,21.558456597504794,22.326292037963867,91058600,0.0,0.0
2000-11-10,22.03097425896073,22.14910280726615,21.046569689748903,21.22376251220703,93744400,0.0,0.0
2000-11-13,21.007200113693052,21.460026357943228,20.288584552165595,20.928447723388672,83364800,0.0,0.0
2000-11-14,21.420639107381074,21.991593642412372,21.20407014581748,21.676584243774414,84218600,0.0,0.0
2000-11-15,21.755337421645233,22.326291978412396,21.637208892658926,22.07034683227539,60422200,0.0,0.0
2000-11-16,21.873471926691742,22.52317901362318,21.715967178344727,21.715967178344727,92128600,0.0,0.0
2000-11-17,21.873469122286835,22.050661941459275,21.356656733033883,21.755340576171875,106525600,0.0,0.0
2000-11-20,21.460020943575127,21.578149499227834,20.65280914661496,21.16469955444336,80157200,0.0,0.0
2000-11-21,21.223757997210175,21.814400613088008,21.223757997210175,21.341886520385742,59487600,0.0,0.0
2000-11-22,20.810312185532005,21.89315719045562,20.790624094533396,21.4993953704834,76343200,0.0,0.0
2000-11-24,21.73565207473714,22.188478159627497,21.578147349557884,22.030973434448242,34439200,0.0,0.0
2000-11-27,22.503491935426425,22.75943716303845,22.2475467078144,22.267234802246094,85307600,0.0,0.0
2000-11-28,21.853770337887664,21.97189882620057,21.046559001082805,21.105623245239258,127446200,0.0,0.0
2000-11-29,21.046570692694495,21.145011154306726,19.92434943031509,20.495304107666016,98280400,0.0,0.0
2000-11-30,19.530588320397605,19.55027641346252,17.95554087520425,18.07366943359375,197200800,0.0,0.0
2000-12-01,18.290238009909658,19.097449805826013,17.66021904724323,17.837411880493164,109809800,0.0,0.0
2000-12-04,18.034286406085076,18.585552802777634,17.384579581411707,17.77834129333496,80407200,0.0,0.0
2000-12-05,18.644629341077707,19.058079410943208,18.349307862602345,18.86119842529297,101734400,0.0,0.0
2000-12-06,18.90056639548305,18.920254485478345,17.660216725779474,17.857097625732422,90560800,0.0,0.0
2000-12-07,16.833324757744283,17.010517649931064,16.459250874238855,16.73488426208496,145308400,0.0,0.0
2000-12-08,17.20738923152744,17.601150998839284,16.833315552581194,17.148324966430664,120939800,0.0,0.0
2000-12-11,17.48302201023656,18.506802578403565,17.325517307441636,18.290233612060547,95576200,0.0,0.0
2000-12-12,18.21148099429602,18.90056405894506,17.876783505752204,18.388673782348633,63106000,0.0,0.0
2000-12-13,19.05807098655201,19.05807098655201,17.89647368468572,18.034290313720703,98360400,0.0,0.0
2000-12-14,18.25085615467381,18.501879257124823,17.443644609537213,17.483020782470703,71201400,0.0,0.0
2000-12-15,16.080248531574213,16.380491923195283,15.04170171793413,15.494527816772461,116899800,0.0,0.0
2000-12-18,15.435463659747754,15.750473122191584,14.80544473486009,15.061389923095703,107187400,0.0,0.0
2000-12-19,14.943262471314753,15.120455306942992,14.017922107478398,14.116362571716309,120271800,0.0,0.0
2000-12-20,13.48634602793728,13.860419859369118,13.033519810940847,13.072896003723145,149037800,0.0,0.0
2000-12-21,12.836634887036661,14.214801209264524,12.698818254813874,13.683222770690918,163173000,0.0,0.0
2000-12-22,14.096669881212279,14.844817165410696,14.096669881212279,14.62824821472168,109551800,0.0,0.0
2000-12-26,14.766067504882812,15.297645935058593,14.451058064778646,14.766067504882812,66941600,0.0,0.0
2000-12-27,14.529807782590309,14.746376733279325,14.175422226917375,14.62824821472168,69003800,0.0,0.0
2000-12-28,14.214795162099275,14.569180637054657,13.82103352325996,14.037602424621582,77619200,0.0,0.0
2000-12-29,13.840729868721207,14.431372679619693,13.545408463271963,13.66353702545166,99977600,0.0,0.0
2001-01-02,13.899794149811056,14.175427461563682,13.50603227587873,13.66353702545166,82413200,0.0,0.0
2001-01-03,13.604472946157045,15.396089499124182,13.584784852168395,15.100768089294434,135962200,0.0,0.0
2001-01-04,15.06138841567501,15.907976261261972,14.766067074191186,15.258269309997559,112397000,0.0,0.0
2001-01-05,15.277964895311506,15.711103075333224,14.982643408933061,15.474845886230469,93414600,0.0,0.0
2001-01-08,15.415775299072266,15.671720482837195,14.707004020953999,15.415775299072266,79817600,0.0,0.0
2001-01-09,15.75047547049344,16.577375432694346,15.671723093140972,16.321430206298828,114965400,0.0,0.0
2001-01-10,16.065483255589264,16.951447405713672,15.986730886689315,16.656126022338867,90230200,0.0,0.0
2001-01-11,16.69549883062189,17.56177471334284,16.478929859941655,17.325517654418945,101854800,0.0,0.0
2001-01-12,17.286146333284467,17.325522520831814,16.53799876988491,16.853008270263672,73712000,0.0,0.0
2001-01-16,16.813621371311182,16.85299753377327,16.104850446993616,16.557676315307617,68462400,0.0,0.0
2001-01-17,16.892378819453253,17.28614056349645,16.557681337016533,16.675809860229492,72844200,0.0,0.0
2001-01-18,16.91206627493506,17.699589733604913,16.577368805000376,17.483020782470703,109788800,0.0,0.0
2001-01-19,18.900564850353803,19.353390883226865,18.54617925940967,19.215574264526367,209348800,0.0,0.0
2001-01-22,19.13682614839994,19.21557851938101,18.58555955153245,18.939945220947266,76673000,0.0,0.0
2001-01-23,18.8218155064696,19.195889245614918,18.56587031652807,19.077760696411133,70295200,0.0,0.0
2001-01-24,19.215577808368764,19.983413397022844,19.136825440301678,19.825908660888672,110455000,0.0,0.0
2001-01-25,19.766840796861178,20.160602565722954,19.39276711644249,19.471519470214844,85657400,0.0,0.0
2001-01-26,19.215577960014343,20.259046845138073,19.215577960014343,20.160606384277344,93080000,0.0,0.0
2001-01-29,20.02278439388719,20.357481871464458,20.00309630697088,20.318105697631836,84983800,0.0,0.0
2001-01-30,20.318109771909093,20.396862135366106,19.806219409438516,19.96372413635254,57276800,0.0,0.0
2001-01-31,19.845588707509034,20.081845715931763,19.215570018381765,19.235258102416992,81898800,0.0,0.0
